Title,Artist,Year,Entities,Entity Lines
Phone Numbers,Dominic Fike,2019.,"[{'tiffany'}, {'florida', 'la'}]","{'brands': {'tiffany': 'They from Tiffany (Please)'}, 'locations': {'florida': 'Yes, I moved my shawty from Florida to Hollywood', 'la': 'Out here in LA, tryna make shit shake, tryna wrap this case (Ho)'}}"
GOODMORNINGTOKYO!,TOKYO’S REVENGE,2019.,"[{'google'}, {'tokyo', 'kyotos'}]","{'brands': {'google': 'You can download my dick off Google Drive, uh'}, 'locations': {'tokyo': 'Good morning, my name is Tokyo (Good morning, good morning)', 'kyotos': ""Ladies, hit my line, Kyoto's revenge on Instagram and Twitter""}}"
I Think He Knows,Taylor Swift,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Wrong,Luh Kel,2019.,"[{'rollie'}, set()]","{'brands': {'rollie': 'Girl, you was down and you told me you roll like my Rollie'}, 'locations': {}}"
Destino,Greeicy,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Put A Little Love On Me,Niall Horan,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Candy,mgk,2019.,"[{'xanny'}, set()]","{'brands': {'xanny': 'Make a fuck nigga sleep like a Xanny, yeah'}, 'locations': {}}"
Rumah Ke Rumah,Hindia,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Escápate Conmigo,Wolfine,2019.,"[{'apple'}, set()]","{'brands': {'apple': 'Big Apple, la empresaEmbed'}, 'locations': {}}"
Best Part of Me,Ed Sheeran,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Looking at Me,Sabrina Carpenter,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Leaked,Lil Tjay,2019.,"[{'lou v', 'birkin', 'gucci', 'sony'}, {'cali'}]","{'brands': {'gucci': 'Everything is going Gucci, see me Lou V', 'lou v': 'Everything is going Gucci, see me Lou V', 'sony': ""Never thought that this year I'd have a deal with Sony"", 'birkin': ""I got up out my Birkin, it's workin'""}, 'locations': {'cali': 'Me and YG up in Cali smoking GT out the bong'}}"
Hot Girl Summer,Megan Thee Stallion,2019.,"[{'barbie'}, set()]","{'brands': {'barbie': 'Hot Barbie summer'}, 'locations': {}}"
Evaluasi,Hindia,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Velitas,Darell,2019.,"[{'dior', 'balenciaga', 'gucci'}, set()]","{'brands': {'gucci': ""Gucci, ¿qué e' lo que tú quiere', cuchi-cuchi"", 'balenciaga': 'Porque cuando Balenciaga está caliente, busca a su Christian Dior', 'dior': 'Porque cuando Balenciaga está caliente, busca a su Christian Dior'}, 'locations': {}}"
Dionysus,BTS,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
HIP,MAMAMOO,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Welcome To The Party,Pop Smoke,2019.,"[{'molly', 'rari', 'henny'}, {'manhattan'}]","{'brands': {'molly': ""I'm off the Molly, the Xan, the lean"", 'rari': ""I hit the boy up and then I go skate in a 'Rari"", 'henny': ""Don't let that Henny in my system (Nah)""}, 'locations': {'manhattan': ""Got a 10 pack in my jeans, I'm in Manhattan in these stores, uh""}}"
Knockin' Boots,Luke Bryan,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Time,Free Nationals,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Knock Knock,SoFaygo,2019.,"[{'tesla'}, set()]","{'brands': {'tesla': ""I'm tryna rack up and skrrt in a Tesla (Uh-huh)""}, 'locations': {}}"
Hot Rod,Dayglow,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Cash Shit,Megan Thee Stallion,2019.,"[{'louis', 'gucci'}, set()]","{'brands': {'louis': ""I can't decide if I want the new Louis"", 'gucci': ""Dapper Dan yellow, I'm always in Gucci""}, 'locations': {}}"
Runaway,Sebastian Yatra,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Immortal,21 Savage,2019.,"[{'glock'}, set()]","{'brands': {'glock': 'Glock 19 in the Blue Flame (Straight up, straight up)'}, 'locations': {}}"
Splashin,Rich The Kid,2019.,"[{'gucci', 'dolce', 'off-white', 'fendi', 'benz'}, set()]","{'brands': {'gucci': 'Gucci, spent a hunnid on some new socks (New socks)', 'dolce': 'Dolce and Gabbana on my flip flops', 'fendi': ""Fendi, am I drippin' or I'm splashin' (Or splashin')"", 'off-white': 'Off-White with the Gucci, I might mitch match (I might mitch match)', 'benz': 'How I made it from the hood to a Benz truck? (Skrrt, skrrt)'}, 'locations': {}}"
Simplemente Gracias,Calibre 50,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Runnin' Down A Dream,Tom Petty,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
You & Me,James TW,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
La vie qu'on mène,Ninho,2019.,"[set(), {'seychelles'}]","{'brands': {}, 'locations': {'seychelles': ""Minuit, pété sous champ', demain, j's'rai aux Seychelles""}}"
Porno,Rich Music LTD,2019.,"[{'moschino'}, set()]","{'brands': {'moschino': 'Me dijo al oído y se quitó el panty Moschino'}, 'locations': {}}"
No One Compares To You,Jack & Jack,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Antisocial,Ed Sheeran,2019.,"[{'hennessys'}, set()]","{'brands': {'hennessys': ""Hennessy's drownin' all of my issues (Drown)""}, 'locations': {}}"
Good Thing,Zedd,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Bebi Liguei,Marília Mendonça,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Peer Pressure,James Bay,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Keanu Reeves,Logic,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Even Though I'm Leaving,Luke Combs,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
El Amor de Mi Vida,La Adictiva,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Heartless,Polo G,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
El Circo,El Fantasma,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Some Say,Nea,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Rehab (Winter In Paris),Brent Faiyaz,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
To Be So Lonely,Harry Styles,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
LOYAL,PARTYNEXTDOOR,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Look What God Gave Her,Thomas Rhett,2019.,"[{'corona'}, set()]","{'brands': {'corona': 'She got me drunk like Corona'}, 'locations': {}}"
Play,K-391,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Briga Feia,Henrique & Juliano,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
RUNNING OUT OF TIME,"Tyler, The Creator",2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
July,Noah Cyrus,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Come Thru,Summer Walker,2019.,"[set(), {'london'}]","{'brands': {}, 'locations': {'london': 'We got London on da Track'}}"
Love Me Less,MAX,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Cyber Sex,Doja Cat,2019.,"[{'samsung'}, set()]","{'brands': {'samsung': 'Make it pop in your face like a Samsung'}, 'locations': {}}"
goodbye,Billie Eilish,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Khairiyat,Pritam,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Te Quemaste,Manuel Turizo,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Secukupnya,Hindia,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Ciumeira,Marília Mendonça,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Ladbroke Grove,AJ Tracey,2019.,"[{'rover'}, set()]","{'brands': {'rover': ""I'm just a block boy sitting in a Rover (I swear)""}, 'locations': {}}"
Pretender,OFFICIAL HIGE DANDISM,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
El Doctor,Grupo Marca Registrada,2019.,"[{'glock'}, {'tijuana', 'san isidro', 'san diego', 'chula vista'}]","{'brands': {'glock': 'Una Glock 19 para defensa'}, 'locations': {'san diego': 'Por aquí en San Diego', 'tijuana': 'Hasta Tijuana', 'chula vista': 'En Cherokee me paseo por Chula Vista', 'san isidro': 'Y también me la roló por San Isidro'}}"
Up All Night,Khalid,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
365,Zedd,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
False God,Taylor Swift,2019.,"[set(), {'new york'}]","{'brands': {}, 'locations': {'new york': ""I'm New York City""}}"
STUPID,Ashnikko,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
DALLA DALLA,ITZY,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Outta My Head,Khalid,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Bones,Galantis,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Soldi,Mahmood,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Vou Ter Que Superar,Matheus & Kauan,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
El de La Codeina,Natanael Cano,2019.,"[{'diesel'}, set()]","{'brands': {'diesel': ""Aquí me despido forjando unos Sour Diesel pa' ponerme al tiro""}, 'locations': {}}"
Ex Bitch,XXXTENTACION,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Nobody,Martin Jensen,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Summertime In Paris,Jaden,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Light On,Maggie Rogers,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Castles,Freya Ridings,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Who Needs Love,Trippie Redd,2019.,"[{'patek'}, set()]","{'brands': {'patek': 'Spent a hundred on a ring and a Patek wrist (On a Patek wrist, yeah)'}, 'locations': {}}"
Vermissen,Juju,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
No Se Me Quita,Maluma,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Would That I,Hozier,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
"Nicki Nicole: Bzrp Music Sessions, Vol. 13",Bizarrap,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
sex money feelings die,Lykke Li,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Detente,Mike Bahía,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
The Good Ones,Gabby Barrett,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Remember The Name,Ed Sheeran,2019.,"[{'balenciaga', 'fendi'}, {'tokyo', 'delaware'}]","{'brands': {'fendi': ""You can find me in my whip, rockin' my Fendi drip"", 'balenciaga': ""Balenciaga saga, I'm in Bergdorf ballin'""}, 'locations': {'tokyo': 'I like my shows open-air, Tokyo to Delaware', 'delaware': 'I like my shows open-air, Tokyo to Delaware'}}"
Burbujas de Cristal,Cartel De Santa,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Oye Pablo,Danna Paola,2019.,"[set(), {'madrid'}]","{'brands': {}, 'locations': {'madrid': 'De México a Madrid, lo hacemos en París'}}"
False Confidence,Noah Kahan,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
I Love You 3000,Stephanie Poetri,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
CANGURO,WOS,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Moulaga,Heuss L'enfoiré,2019.,"[{'rolex'}, set()]","{'brands': {'rolex': 'BG sur T-Max (En esprit), le rétro gauche nique ma Rolex (En esprit)'}, 'locations': {}}"
A Thousand Bad Times,Post Malone,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
105 F Remix,KEVVO,2019.,"[{'pepsi', 'phantom', 'louis vuitton', 'nike'}, {'vegas', 'austin', 'la'}]","{'brands': {'nike': ""En lo' 90 con los corto' y las Nike' (¡Pu-pum!)"", 'phantom': ""Indica, que te busco adentro 'el Phantom (Yeah)"", 'louis vuitton': ""No me cabe una paca má' en la Louis Vuitton en cuero"", 'pepsi': ""Nalgona, no falla en la dieta y tiene má' curva' que el logo de Pepsi""}, 'locations': {'austin': ""Siempre origi, como El Conejo y Austin Santo' (Wow)"", 'vegas': ""Vamo' pa' las Vegas a bellaquear en el Venetian (Jaja)"", 'la': 'La melaza no es de LA, es de aquí'}}"
S de Saudade,Luíza & Maurílio,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
When I R.I.P.,Labrinth,2019.,"[set(), {'indiana'}]","{'brands': {}, 'locations': {'indiana': ""'Cause I'm Indiana J when I'm trippin' on the juice (Now let's get real quiet)""}}"
100 Bad Days,AJR,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Kingston,Faye Webster,2019.,"[set(), {'kingston'}]","{'brands': {}, 'locations': {'kingston': ""I don't know that much about Kingston""}}"
Jamais Vu,BTS,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
menina solta,GIULIA BE,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
COMO UN BEBÉ,J Balvin,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Tap,NAV,2019.,"[{'glock', 'maybach', 'uber'}, {'london'}]","{'brands': {'glock': 'Glock 40, he got smokey, yeah, the Draco', 'uber': 'A-hole, Uber on the way, ho', 'maybach': 'And the first time that I seen a Maybach was with cuz (Cuz)'}, 'locations': {'london': ""(I'm in London, got my beat from London)""}}"
Boys,Lizzo,2019.,"[set(), {'mississippi'}]","{'brands': {}, 'locations': {'mississippi': 'Mississippi boys, inner city boys'}}"
Good Things Fall Apart,ILLENIUM,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Come Inside Of My Heart,IV Of Spades,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Orphans,Coldplay,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Giants,Dermot Kennedy,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Find U Again,Mark Ronson,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Cuerpo en Venta,Noriel,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
La La Land,Bryce Vine,2019.,"[set(), {'cali', 'california'}]","{'brands': {}, 'locations': {'california': 'Baby, waste your time with me in California', 'cali': ""Wasting time in Cali, ain't really wastin' time""}}"
Imagination,Foster The People,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
"1, 2 Many",Luke Combs,2019.,"[{'millers'}, set()]","{'brands': {'millers': ""After five diet Millers I was feelin' loose""}, 'locations': {}}"
Start Wit Me,Roddy Ricch,2019.,"[{'cartier', 'glock', 'bentley', 'barneys', 'givenchy', 'barbie', 'arizona'}, {'china', 'arizona', 'africa', 'colombia'}]","{'brands': {'givenchy': ""Drippin', my sweatsuit Givenchy"", 'barbie': 'Got a bad bitch with me, she a Barbie, huh', 'cartier': 'Spend Larry Bird, thirty-three on Cartier', 'barneys': ""Fuck it, I'm buying out Barney's, yay"", 'bentley': 'Got the Bentley coupe in China white', 'glock': ""Niggas pull up with Glock, AK's and TEC's (Uh-huh)"", 'arizona': 'Hot girl like Arizona'}, 'locations': {'china': 'Got the Bentley coupe in China white', 'arizona': 'Hot girl like Arizona', 'colombia': 'Plug in Colombia, my diamonds in Africa', 'africa': 'Plug in Colombia, my diamonds in Africa'}}"
Remember When,Wallows,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Mariners Apartment Complex,Lana Del Rey,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Kenny G,Matuê,2019.,"[{'hennessy'}, set()]","{'brands': {'hennessy': 'Foda-se, eu odeio Hennessy'}, 'locations': {}}"
Last Hurrah,Bebe Rexha,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Investe Em Mim,Jonas Esticado,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Colors,Black Pumas,2019.,"[{'pumas'}, set()]","{'brands': {'pumas': 'See Black Pumas LiveGet tickets as low as $40You might also like[Chorus: Eric Burton with The Soul Supporters]'}, 'locations': {}}"
My Bad,Khalid,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
"Mere Sohneya (From ""Kabir Singh"")",Sachet Tandon,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
R.I.P.,Sofía Reyes,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Slide,H.E.R.,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
A Gente Fez Amor,Gusttavo Lima,2019.,"[set(), {'lima'}]","{'brands': {}, 'locations': {'lima': 'See Gusttavo Lima LiveGet tickets as low as $27You might also like[Pós-Refrão]'}}"
AirplaneMode,BONES,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Goin Baby,DaBaby,2019.,"[set(), {'la'}]","{'brands': {}, 'locations': {'la': ""Now I'm out in LA like a motherfuckin' Laker""}}"
Bola Rebola,Tropkillaz,2019.,"[{'ferrari'}, set()]","{'brands': {'ferrari': ""Ferrari, juguete' que vuelan (Ey)""}, 'locations': {}}"
Aleluya,Reik,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Take Me Back to London,Ed Sheeran,2019.,"[set(), {'rome', 'london'}]","{'brands': {}, 'locations': {'london': 'So take me back to London', 'rome': ""Sweat brow drippin' down, when in Rome (When in Rome)""}}"
Vida Ventajosa,Los Dos Carnales,2019.,"[{'glock', 'nike', 'ralph lauren'}, set()]","{'brands': {'ralph lauren': 'Coloqué en Ralph Lauren, [?]', 'glock': 'Creo en las balas y en la Glock', 'nike': 'Sólo volteo para abajo si quiero mirarme los Nike Cortez'}, 'locations': {}}"
Fíjate Que Sí,Edwin Luna y La Trakalosa de Monterrey,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
7 Minutes,Dean Lewis,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
El Vals Del Olvido,Alfredo Olivas,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Forever Alone,Paulo Londra,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
"Tera Ban Jaunga (From ""Kabir Singh"")",Akhil Sachdeva,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
A Dónde Vamos,Morat,2019.,"[set(), {'madrid'}]","{'brands': {}, 'locations': {'madrid': 'Como tus labios en Madrid'}}"
Fuck it I love you,Lana Del Rey,2019.,"[set(), {'californias', 'california'}]","{'brands': {}, 'locations': {'california': ""California dreamin', got my money on my mind"", 'californias': ""It turns out California's more than just a state of mind""}}"
Quarta Cadeira,Matheus & Kauan,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Oye,TINI,2019.,"[set(), {'tantas'}]","{'brands': {}, 'locations': {'tantas': 'Tantas ganas de volver, tantas ganas de llorar'}}"
Tijolão,Jorge & Mateus,2019.,"[{'nokia'}, set()]","{'brands': {'nokia': 'Eu vou trocar meu celular pra um Nokia tijolão'}, 'locations': {}}"
Qué Pena,Maluma,2019.,"[set(), {'colombia', 'medellín'}]","{'brands': {}, 'locations': {'colombia': 'De Medellín, Colombia, parceros', 'medellín': 'De Medellín, Colombia, parceros'}}"
Fuck The World (Summer in London),Brent Faiyaz,2019.,"[set(), {'london'}]","{'brands': {}, 'locations': {'london': 'Took a trip to London just to hear how they talk'}}"
No Te Vayas,Camilo,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
I'm Gonna Be,Post Malone,2019.,"[{'crocs', 'tom ford', 'richard mille'}, set()]","{'brands': {'tom ford': 'I do what I want, Tom Ford on the yacht, ooh (Wow)', 'richard mille': 'Richard Mille my watch, thousand dollar Crocs, ooh (Ooh)', 'crocs': 'Richard Mille my watch, thousand dollar Crocs, ooh (Ooh)'}, 'locations': {}}"
Pupila,ANAVITÓRIA,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
A BOY IS A GUN*,"Tyler, The Creator",2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Kung 'Di Rin Lang Ikaw,December Avenue,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Canyon Moon,Harry Styles,2019.,"[set(), {'rome', 'paris'}]","{'brands': {}, 'locations': {'paris': 'Carry the feeling, through Paris, all through Rome', 'rome': 'Carry the feeling, through Paris, all through Rome'}}"
CYANIDE,Daniel Caesar,2019.,"[set(), {'dc', 'paris'}]","{'brands': {}, 'locations': {'dc': 'Inside fi dem call DC is a d gyal dem, please', 'paris': 'Cop a flight to Paris, low key'}}"
Pain,Josh A,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Baby Sitter,DaBaby,2019.,"[{'lambo', 'gucci', 'patek'}, set()]","{'brands': {'patek': 'Say that she want a Patek with her name up on it (Patek, Patek)', 'gucci': ""I'm drippin', not slippin', my socks got Gucci Gang up on 'em (Drippin', I'm drippin')"", 'lambo': ""Look like a sequence, Lambo' keep back to back crawlin' in (Skrrt)""}, 'locations': {}}"
Finer Things,Polo G,2019.,"[{'gucci'}, set()]","{'brands': {'gucci': ""Drip so hard, I'm makin' puddles, bitch, my Gucci splashin'""}, 'locations': {}}"
No Lo Trates,Pitbull,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
In My Bed,Rotimi,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Tra Tra Tra Remix,Ghetto Kids,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Close Your Eyes,Felix Jaehn,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Nada,Cazzu,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Au DD,PNL,2019.,"[{'gucci'}, set()]","{'brands': {'gucci': ""La rue, j'la dévale à toute allure avec du Gucci comme Mitch""}, 'locations': {}}"
Movement,Hozier,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Ausländer,Rammstein,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
High School Sweethearts,Melanie Martinez,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Hola Señorita,GIMS,2019.,"[set(), {'l.a.'}]","{'brands': {}, 'locations': {'l.a.': 'De L.A. hasta Francia (Wuh), baby qué elegancia'}}"
No Sleep,Martin Garrix,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Costa Rica,Dreamville,2019.,"[{'fendi'}, {'costa rica'}]","{'brands': {'fendi': ""Fendi snowpants and I fill 'em up with racks""}, 'locations': {'costa rica': 'I got fans in Costa Rica (Big fans), I got bands in Costa Rica115Embed'}}"
Lovin' On You,Luke Combs,2019.,"[{'miller', 'ford', 'marlboro'}, set()]","{'brands': {'marlboro': 'The way a Marlboro hits me', 'miller': 'Miller Lite before noon', 'ford': 'I like a two-door old Ford'}, 'locations': {}}"
Earth,Lil Dicky,2019.,"[set(), {'germany', 'asia', 'russia', 'india', 'africa'}]","{'brands': {}, 'locations': {'india': 'We love you, India', 'africa': 'We love you, Africa', 'germany': 'We forgive you, Germany', 'russia': ""Hey, Russia, we're cool"", 'asia': ""Hey, Asia, all of you, c'mon""}}"
Cool,Jonas Brothers,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Todo Mundo Vai Sofrer,Marília Mendonça,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Hold On,Lil Tjay,2019.,"[{'porsche', 'henny'}, set()]","{'brands': {'henny': ""In the telly sippin' Henny and I got my robe on"", 'porsche': 'Little more than one eighty, the Porsche do'}, 'locations': {}}"
RNP,Cordae,2019.,"[{'chanel', 'listerine', 'ferraris'}, {'europe'}]","{'brands': {'chanel': ""Nigga, that's Chanel cologne"", 'listerine': 'My drip frosty like Halls and Listerine', 'ferraris': 'We party in South Beach, Ferraris and blue cheese'}, 'locations': {'europe': ""I'm in Europe with the tourists with no cellular phone""}}"
Lights,BTS,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Behind Barz,Drake,2019.,"[{'versace'}, {'milan'}]","{'brands': {'versace': ""Versace hotel and I'm takin' the robes""}, 'locations': {'milan': ""Or goin' to Milan or goin' to the Met""}}"
Perreo en La Luna,Rich Music LTD,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Ghost,Confetti,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
N Side,Steve Lacy,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Don't Rush,Young T & Bugsey,2019.,"[{'diesel', 'gucci', 'benz', 'nikes'}, set()]","{'brands': {'diesel': 'Baby this a Moncler sweater, Diesel denim', 'benz': 'Big Benz, I drive, I brought that ting', 'nikes': 'New racks with the old Nikes in the shoe box', 'gucci': 'Gucci my mum, while you diddle your thumbs'}, 'locations': {}}"
if we never met,John K,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Staring At The Sun,Post Malone,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Hot Shower,Chance the Rapper,2019.,"[{'dior', 'louis', 'glock', 'off-white', 'sprite'}, {'america'}]","{'brands': {'louis': 'Yeah, hopped off the flight, Louis V, Off-White (Ooh)', 'off-white': 'Yeah, hopped off the flight, Louis V, Off-White (Ooh)', 'dior': 'Heard they need more, yeah, my jeans Dior (Ooh)', 'sprite': ""Get me right, sippin' Sprite (Skrrt, skrrt)"", 'glock': ""Strapped with the Glock, Danny Gloverin'""}, 'locations': {'america': ""I don't know, I mean it's America, right?""}}"
Bellacoso,Residente,2019.,"[{'nokia'}, {'trujillo'}]","{'brands': {'nokia': 'Parece un Nokia en el perreo, no se agota'}, 'locations': {'trujillo': 'Abriéndoles la raja, Trujillo Alto y Vega Baja'}}"
Cheirosa,Jorge & Mateus,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
MELÓN VINO,WOS,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Amor de Fim de Noite,Orochi,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Harder,Jax Jones,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Bellaquita,Dalex,2019.,"[{'dolce'}, set()]","{'brands': {'dolce': 'Yo quiero quitarte ese panticito Dolce'}, 'locations': {}}"
Solo Pienso En Ti,Paulo Londra,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
11 Minutes,YUNGBLUD,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Mi Persona Favorita,Alejandro Sanz,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Pehla Pyaar,Vishal Mishra,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
SIN MIRAR LAS SEÑALES,Rels B,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
"Bekhayali (From ""Kabir Singh"")",Sachet Tandon,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Ferida Curada,Zé Neto & Cristiano,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
God Is A Dancer,Tiësto,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Phases,PRETTYMUCH,2019.,"[set(), {'austin'}]","{'brands': {}, 'locations': {'austin': '[Post-Chorus: Austin, (Edwin) & Brandon]'}}"
Shouldn't Be,Luke Chiang,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Without Me,Halsey,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
"Aleman: Bzrp Music Sessions, Vol. 15",Bizarrap,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
Better When You're Gone,David Guetta,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
200 km/h,Apache 207,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
You Little Beauty,FISHER,2019.,"[set(), set()]","{'brands': {}, 'locations': {}}"
